,coef,nulls,distinct_count,mean,mean_rej,mean_app,std_dev,top10Values,dtype,i
total_price_excluding_optional_support,-6.850249903133799,0,24839,574.4777207414153,604.9341066182415,544.0213348645981,2712.728010897559,too many to calculate,float64,18
payment_processing_charges,-2.8098307360743138,0,2734,8.228481918701018,8.98519630361625,7.4717675337855844,61.59486408549142,too many to calculate,float64,17
total_price_including_optional_support,-0.9628142255897343,0,25078,681.0977819026729,718.4367774157381,643.7587863896144,3287.3074081004424,too many to calculate,float64,19
essay_len,-0.6080078311409846,0,2627,1550.6783825650339,1435.59553442658,1665.761230703488,592.0920445436697,too many to calculate,float64,0
totalcaps,-0.38412874219678256,0,71,4.2096576037604825,4.215159446610758,4.204155760910208,5.940420220291278,"1    5483
2    5421
3    4797
0    4497
4    4019
5    3141
6    2563
7    1819
8    1507
9    1010
dtype: int64",float64,2
dollarcount,-0.0852158232058412,0,12,0.02107259227605363,0.02953902035147695,0.012606164200630309,0.23560695248494906,"0     36895
1       423
2        86
3        17
4         6
9         5
5         4
6         2
17        1
10        1
dtype: int64",float64,4
sales_tax,0.0,0,6198,17.108192137172118,16.196561081138842,18.01982319320556,64.57703410669217,too many to calculate,float64,16
vendor_shipping_charges,0.0,0,6284,19.04468404465552,20.30373697986217,17.78563110944929,47.05195644499846,too many to calculate,float64,15
maxcaps,0.0,0,47,1.0450563538272528,1.0866406709043321,1.0034720367501737,1.9615095792171613,"1     30222
0      4497
2      1956
3       349
4       183
5        79
6        38
7        22
8        15
15       10
dtype: int64",float64,1
